id,severity,confidence,category,root_cause_candidate,file,line_start,line_end,symbol,description,evidence,reproduction,impact,recommended_fix,regression_test,status,reviewer,tools_used,adjudicacao
F-246,MEDIUM,CONFIRMED,data-integrity,,app/routers/pipeline.py,181,192,update_funnel,"The stage list can be replaced wholesale with no check that removed stage ids are unreferenced, orphaning every FunnelEntry sitting in a deleted stage",the etapas branch validates only id uniqueness (182-184) then setattr; the board only iterates funnel.etapas (262-270) and get_board_meta only counts stages present in funnel.etapas (400-408),,"Leads silently DISAPPEAR from the pipeline - invisible on the board, uncounted in meta, still returned by locate_lead pointing at a stage that no longer exists","Reject removal of a stage that still has entries, or require an explicit migration target",,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-247,MEDIUM,CONFIRMED,performance-unbounded,,app/routers/pipeline.py,228,258,get_kanban_board,"The legacy board loads every FunnelEntry of a funnel with its lead and tags, then filters is_active and responsavel_id in PYTHON instead of SQL",entries = query.all() with no limit at 237 then the Python filters at 248-254; the replacement path _stage_query (332-373) does exactly these filters in SQL,,A 3000-card funnel materialises 3000 entries + leads + tags per request; the endpoint is still reachable and still used,"Push the filters into the query (reuse _stage_query) and cap per-stage results, or retire the endpoint",,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-248,MEDIUM,CONFIRMED,race-condition,,app/routers/pipeline.py,574,592,add_lead_to_funnel,"Duplicate-entry guard is a check-then-insert with NO database constraint behind it, so two concurrent requests both pass the check and both insert","existing = ...first(); if existing: 409 - models/pipeline.py:27-44 defines no UniqueConstraint on (lead_id, funnel_id) and the docstring at 502-503 confirms it; transfer_lead repeats it at 678-683",,Duplicate cards for the same lead in one funnel; locate_lead then picks one arbitrarily and the two entries drift into different stages,"UniqueConstraint(lead_id, funnel_id) and convert IntegrityError to 409",,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-249,MEDIUM,CONFIRMED,race-condition,,app/routers/pipeline.py,581,591,add_lead_to_funnel,"posicao is derived from a COUNT immediately before insert, with no locking and no uniqueness on (funnel_id, etapa_id, posicao)",max_pos = ...count() then FunnelEntry(posicao=max_pos); identical in move_lead_stage 633-637 and transfer_lead 697-700; the comment at 287-290 acknowledges posicao REPEATS when entries leave a stage,,The legacy board still orders by this column (order_by(FunnelEntry.posicao) at 234) so duplicated positions give nondeterministic card order between page loads,"COALESCE(MAX(posicao),-1)+1 in one statement, or drop the column now that the paginated board orders by (updated_at, id)",,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-250,MEDIUM,CONFIRMED,input-validation,,app/routers/segments.py,128,166,_resolve_segment_query,"Date filters are free Optional[str] in SegmentFilters and parsed with date.fromisoformat inside the query builder with no try/except, so a malformed value raises ValueError -> uncaught 500","date.fromisoformat(data_chegada_de) at 129 and datetime.combine(date.fromisoformat(criado_de), ...) at 162-163; app/schemas/segment.py:13-16,27-28 declare them as str",,"POST /api/segments/preview with criado_de ""ontem"" returns 500; worse, a segment SAVED once with a bad date permanently 500s GET /api/segments for everyone because list_segments counts every segment",Type the fields as datetime.date so Pydantic returns 422,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-251,MEDIUM,CONFIRMED,n+1,,app/routers/segments.py,205,212,list_segments,"One full COUNT over the leads table per saved segment, each with that segment own filters (JSON containment, EXISTS on custom fields)",for seg in segments: resp.lead_count = _count_segment_leads(...) which is a .count() on the whole leads table,,With N segments the listing costs N expensive COUNTs; leads.py:218-227 documents the COUNT dominating the request at 19k leads (82% for the custom-field predicate),"Cache, compute lazily, or put it behind an opt-in flag as leads.py does with include_total",,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-252,MEDIUM,CONFIRMED,race-condition,,app/routers/tags.py,72,83,create_tag,"Uniqueness is enforced by check-then-insert against a column that ALSO has a DB unique index, so concurrent creates surface as an unhandled IntegrityError 500 instead of the intended 409","existing check then db.add/commit against Column(String(100), unique=True); same shape in pipeline.py:144-158, segments.py:251-262, users.py:105-120",,"n8n retries and parallel operators get 500s where the API documents 409, and the aborted transaction leaves the request with no rollback path",Catch IntegrityError around the commit and translate to 409; keep the pre-check as a fast path only,,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-253,MEDIUM,CONFIRMED,timezone,,app/routers/tasks.py,45,49,list_tasks,Naive datetimes are compared against Task.data_vencimento which is DateTime(timezone=True); PostgreSQL resolves the naive literal using the session TimeZone so day boundaries and overdue shift by the server offset,"datetime.combine(due_date, datetime.min.time()) at 45 and datetime.now() at 49 against models/task.py:24; same naive/aware mix in analytics.py:36-37,54,126-127 and leads.py:394-396",,due_date filtering and the overdue/pending KPI silently include or exclude several hours of tasks,Build bounds as timezone-aware UTC and use datetime.now(timezone.utc),,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-254,MEDIUM,CONFIRMED,pagination,,app/routers/tasks.py,52,53,list_tasks,"Offset pagination with a single NULLABLE non-unique sort key, no tiebreaker, and a bare list response with no total",order_by(Task.data_vencimento.asc()).offset(skip).limit(limit).all(); the column is nullable and NULL ordering differs between SQLite (NULLs first) and PostgreSQL (NULLs last) - the exact dev/prod split app/database.py:7 branches on,,"Rows with equal or NULL due dates repeat or vanish across pages, and behaviour DIFFERS between dev and prod","Add Task.id.asc(), pin NULL handling with nullslast(), return a total",,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-255,MEDIUM,CONFIRMED,mass-assignment,,app/routers/tasks.py,63,69,create_task,"user_id is taken straight from the request body so any authenticated user can create a task owned by any other user; lead_id, resultado_ia and the google_calendar fields are equally caller-controlled and unvalidated","final_user_id = data.user_id then Task(**task_data, user_id=final_user_id); app/schemas/task.py:12-16 exposes all of them and the comment at schemas/task.py:20 CLAIMS user_id is assigned by the backend - it is not",,Task spoofing across users; an invalid lead_id hits the FK and returns 500 instead of 404,"Restrict body-supplied user_id to admins, validate the referenced user and lead, drop the AI/calendar fields from TaskCreate",,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-256,MEDIUM,CONFIRMED,authorization,,app/routers/tasks.py,91,93,update_task,"The ownership check passes for the owner, but TaskUpdate.user_id is then applied, letting a non-admin reassign their own task to a different user - irreversibly, since they lose read access afterwards",the 403 check at 88-89 followed by the setattr loop at 92-93 with user_id: Optional[int] in schemas/task.py:29,,Tasks can be pushed onto other users or onto the AI queue (user_id=None) by any authenticated account,Strip user_id from TaskUpdate for non-admins,,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-257,MEDIUM,CONFIRMED,input-validation,,app/routers/users.py,112,118,create_user,"role is an unconstrained str in the schema but a SAEnum(UserRole) column, so any value outside {admin,user} raises LookupError at flush and returns 500 instead of 422","User(role=data.role) with role: str = Field(default=""user"") in schemas/user.py:30 against Column(SAEnum(UserRole)); update_user has the same gap at 158-159",,Admin tooling gets an opaque 500 for a typo and the failed flush aborts the surrounding transaction,Type the field as UserRole in UserCreate/UserUpdate,,OPEN,A04-routers,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-258,MEDIUM,CONFIRMED,route-shadowing,,app/routers/users.py,214,215,verify_email_click,"GET /api/users/verify-click is declared AFTER GET /api/users/{user_id}, so Starlette matches the parameterised route first, int-coercion of ""verify-click"" fails, and the endpoint is unreachable (422, never HTML)","@router.get(""/{user_id}"") with user_id: int at 72 vs @router.get(""/verify-click"") at 214; the author avoided this for /for-select by declaring it at line 22",,The e-mail verification link minted at users.py:124 can never be redeemed once SMTP is re-enabled,Move /verify-click above GET /{user_id},,RESOLVED,A04-routers,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
F-259,MEDIUM,CONFIRMED,blocking-io,,app/routers/users.py,95,102,create_user,"Performs a live DNS/MX lookup inside an async def handler, blocking the event loop for the resolver timeout","validate_email(data.email, check_deliverability=True) inside async def create_user",,A slow or unreachable resolver stalls the entire worker; user creation also fails outright when outbound DNS is filtered,"Make the handler def, or validate syntax only",,OPEN,A04-routers,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-260,MEDIUM,CONFIRMED,validation,,app/schemas/lead.py,21,22,LeadBase.email/whatsapp,The two contact columns the whole product depends on have NO format validation at all - only empty-string-to-None coercion,the only validator touching email is empty_str_to_none_str at 81-87; no validate_email import anywhere outside routers/users.py; both columns are indexed and searched with ilike,,Garbage phone/email from n8n and WhatsApp webhooks lands unnoticed; downstream messaging silently fails per-lead,"EmailStr for email and a digits/E.164 field_validator for whatsapp, normalizing before storage since the column is also the dedup key",,OPEN,A03-models,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-261,MEDIUM,CONFIRMED,validation,,app/schemas/operational.py,119,120,CardFieldDefinitionCreate.field_type,"field_type is a free string the service uses as a dispatch key with NO else-branch, so an unrecognized type SILENTLY DISCARDS the value instead of failing",no pattern/Literal on the schema; services/operational_card_service.py:208-216 dispatches on three branches - anything else leaves value_text/value_date/value_boolean all None and still COMMITS and returns 200; select_options and is_required are never enforced on write,,"A board configured with a typo'd type accepts user input and stores NULL forever, reporting success",Literal on the schema plus an else: raise in the service and a membership check against select_options,,OPEN,A03-models,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-262,MEDIUM,CONFIRMED,schema-contract,,app/schemas/operational.py,85,85,CardUpdate.list_id,"The schema ADVERTISES a field the service deliberately discards, so a client moving a card via PUT gets 200 and NO MOVE",services/operational_card_service.py:76-78 pops board_id and list_id; the activity log at :88 STILL RECORDS it as an updated field,,Silent no-op writes plus a misleading audit entry,"Remove list_id from CardUpdate, or 400 when present",,OPEN,A03-models,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-263,MEDIUM,CONFIRMED,schema-contract,,app/schemas/segment.py,36,43,SegmentCreate.filtros/SegmentUpdate.filtros,"Filters are WRITTEN through a closed model but READ BACK as an open dict, so any stored key SegmentFilters does not declare is silently DROPPED the next time the segment is saved (Pydantic default extra=ignore)","filtros: SegmentFilters on write versus filtros: dict on SegmentResponse; routers/segments.py:288-293 re-serializes whatever validated through; no extra=""forbid"" anywhere in app/schemas",,A round-trip through the UI quietly DELETES filter criteria written by an older version or by another service; the segment then targets the wrong audience for automations,"extra=""forbid"" on SegmentFilters, and keep the stored dict when the client does not send filtros",,OPEN,A03-models,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-264,MEDIUM,CONFIRMED,validation,,app/schemas/user.py,1,42,UserBase.email/UserUpdate.email,"EmailStr is IMPORTED AND NEVER USED; email format is validated in exactly one route, so the update path writes arbitrary strings into a UNIQUE NOT NULL column that doubles as the JWT subject",the import at line 1 with email: str at 29 and Optional[str] at 40; users.py:96 calls validate_email only in create_user while update_user checks duplicates but never the format; the value becomes the token identity at routers/auth.py:47,,"An admin can save email = ""nope"" and LOCK THE ACCOUNT OUT of every login path; identity is unverified data","Use EmailStr (already imported) in both schemas, or call validate_email in update_user too",,ADDRESSED_UNVERIFIED,A03-models,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-265,MEDIUM,HIGH,startup-resilience,,app/seed.py,23,41,seed_database,"seed_database has no except and no rollback, and lifespan wraps none of its three startup steps, so any transient DB error becomes a permanent boot loop","seed.py:24-41 is try/finally with NO except and no db.rollback(); main.py:60-70 calls create_all, seed_database and _cleanup_old_uploads with no error handling",,"An IntegrityError from the unique index on users.email (concurrent seeding, rolling restart) or any transient connection error propagates out of lifespan; uvicorn aborts and restart:always converts a one-off glitch into an indefinitely down application",Add except/rollback/logger.exception inside seed_database and wrap non-essential startup steps,,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-266,MEDIUM,CONFIRMED,layer-violation,,app/services/ai_tools.py,162,295,the four direct-write AI tools,"Four AI tools open their OWN SessionLocal and write the ORM directly, CONTRADICTING THE POLICY COMMENT SITTING THREE LINES ABOVE THEM","ai_tools.py:154-156 states run_sql_write_query was removed for security and that the AI must use call_internal_api through the official routes that apply validation and auditing - yet 171-186 mutates lead.status_venda to ANY ARBITRARY STRING with no whitelist, and 271-283 create_lead skips the funnel/history work",,"AI-driven status changes produce values analytics.py:140-142 does not count in ANY bucket, leaving leads INVISIBLE in dashboard totals; AI-created leads land outside the pipeline with no history",Delete the four direct-write tools and expose them through call_internal_api,,ADDRESSED_UNVERIFIED,ARCH-crossfile,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-267,MEDIUM,HIGH,fail-open/config,,app/services/ai_tools.py,34,40,_read_only_engine,"The read-only Postgres engine falls back to the FULL READ-WRITE application URL when DATABASE_READONLY_URL is unset, leaving the keyword regex as the only barrier",app/config.py:39 defaults to DATABASE_URL; ai_tools.py:35 create_engine; the app URL is the crm_user owner per compose:53-54,,Any deployment that forgets the variable gives LLM-authored SQL the OWNER role; the regex misses Postgres-specific write vectors reachable from a SELECT,Make DATABASE_READONLY_URL required (fail at startup outside development),,ADDRESSED_UNVERIFIED,PASS2-highrisk,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-268,MEDIUM,CONFIRMED,connection-pool-misconfiguration,,app/services/ai_tools.py,35,40,_read_only_engine,"The SQLAlchemy pool is sized ABOVE the hard connection limit the DB imposes on that very role, and the resulting error is reported to the user as a URL misconfiguration","pool_size=3, max_overflow=5 (max 8) against init.sql:29 ALTER USER crm_readonly CONNECTION LIMIT 5; the OperationalError branch at 129-143 tells the AI to check DATABASE_READONLY_URL",,Under concurrent AI usage connections 6-8 are refused and every affected user is told the server is misconfigured rather than busy,"pool_size=2, max_overflow=2 (or raise the role limit) and distinguish too-many-connections from auth failure",,ADDRESSED_UNVERIFIED,A07-ai,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-269,MEDIUM,HIGH,replayable-signature-scope,,app/services/ai_tools.py,369,384,call_internal_api,"The HMAC binds only user_id, timestamp, method and path - never the body - and stays valid for 300s, so a leaked header trio authorises an arbitrary body on that route","sign_internal_request(...) with data = payload_json.encode() sent unsigned; internal_ai_auth.py:23-24 documents this as accepted because the channel is loopback-only, an assumption the @evil.com SSRF above BREAKS",,"Chained with the SSRF finding, an attacker who captures one signed POST /api/leads trio can replay it against the real loopback endpoint with a body of their choosing for up to 300s",Include a SHA-256 of the body in the signed message and shorten the skew,,ADDRESSED_UNVERIFIED,A07-ai,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-270,MEDIUM,CONFIRMED,path-traversal,,app/services/ai_tools.py,486,488,generate_excel_document,"Any authenticated user via the AI, or prompt injection. filename is FULLY LLM-CONTROLLED and only has spaces replaced before os.path.join; os.path.join with an ABSOLUTE argument DISCARDS THE BASE DIRECTORY, and ../ segments are not stripped. Same bug in generate_pdf_document (589-591). The DOWNLOAD route sanitises correctly (ai.py:269-272), so the WRITE side is the gap","safe_filename = f""{filename.replace(' ','_')}_{hex}.xlsx"" then os.path.join then wb.save",,"Writes a ZIP/PDF to any path the container user can reach: overwrite files in /app, fill a volume, or clobber mounted media - and the container RUNS AS ROOT (no USER in either Dockerfile)","os.path.basename plus an [A-Za-z0-9_-] whitelist, then verify the resolved path is inside the upload dir (the resolve_local_file pattern in conversas media_storage.py:72-90 is the in-repo reference)",,ADDRESSED_UNVERIFIED,SEC-threat,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-271,MEDIUM,CONFIRMED,ai-contract,,app/services/ai_tools.py,87,98,get_database_schema,The HAND-WRITTEN schema the LLM is given to build SELECTs does NOT MATCH the real models in four places,"ai_tools.py:96 says users(... name ..., role [admin, agent]) but the model declares nome and UserRole = ADMIN/USER; :93 says funnels(... descricao, is_default ...) which do not exist; :94 presents etapa_id as a closed list while the model stores etapas as free-form JSON per funnel; the read connection is a separate engine so nothing reconciles them",,"EVERY AI analytical query touching users or funnels fails with UndefinedColumn, and ai_tools.py:144-149 hands the RAW DB ERROR back to the model which then retries - wasted Gemini turns and confidently wrong answers about roles (""agent"") that do not exist",Generate the schema string from Base.metadata.tables,,ADDRESSED_UNVERIFIED,ARCH-crossfile,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-272,MEDIUM,HIGH,replay/signature-scope,,app/services/internal_ai_auth.py,41,46,build_signing_message,"The internal HMAC binds only user_id, timestamp, method and bare path - not the body, not the query string - and the timestamp check is a symmetric window, giving a captured signature ~600s in which it authorizes ARBITRARY bodies and query strings on that method+path; the loopback-only mitigation the docstring relies on is never enforced",signing message excludes body and _canonical_path strips the query (38); if abs(now - ts) > skew (83) with skew default 300; docstring 22-24 claims the channel is loopback-only but app/auth.py:159-170 accepts the header trio on ANY request without inspecting request.client.host,,"One leaked signed request yields up to ten minutes of arbitrary-payload writes as that user on that endpoint, including admin-only endpoints when the user is admin, and lets the attacker freely change query filters on GETs","Bind sha256(body) and the raw query string, make the window one-sided and short, cache seen signatures for single use, and gate on request.client.host loopback",,OPEN,A02-auth,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-273,MEDIUM,CONFIRMED,error-handling/unauthenticated-500,,app/services/internal_ai_auth.py,85,87,verify_internal_signature,"A non-ASCII X-Internal-AI-Signature header makes hmac.compare_digest raise TypeError which nothing catches, so the documented never-raises contract becomes an unauthenticated 500 on every /api/ route","if not hmac.compare_digest(expected, str(signature)): - CPython raises TypeError comparing str with non-ASCII; Starlette decodes headers as latin-1; app/auth.py:111-121 wraps only int(user_id) in try/except so the exception escapes get_current_user; contradicts the docstring at line 67 and app/auth.py:101-102",,"Any unauthenticated client reaching the app through Traefik (no middleware strips X-Internal-AI-*) can turn arbitrary /api/ endpoints into 500s with three headers, polluting logs and defeating the uniform-401 contract. Requires INTERNAL_AI_AUTH_SECRET configured",Compare bytes and/or wrap the comparison in try/except returning False,,OPEN,A02-auth,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-274,MEDIUM,CONFIRMED,missing-dependency,,app/services/mail_service.py,1,1,module import,"The module only third-party dependency is absent from requirements.txt, so importing it raises ModuleNotFoundError in any built image",from fastapi_mail import ...; requirements.txt has no fastapi-mail entry; the sole consumer is commented out at app/routers/users.py:17,,"The whole double-opt-in email path is dead code that crashes the moment anyone uncomments the import - at container start, not at test time","Add fastapi-mail and re-enable the caller, or delete the module",,OPEN,A07-ai,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-275,MEDIUM,CONFIRMED,weak-tls,,app/services/mail_service.py,22,26,conf,SMTP certificate validation is disabled outside production and the module-level config is built at import time from placeholder credentials,"VALIDATE_CERTS=ENVIRONMENT == ""production""; config.py:11 defaults ENVIRONMENT to development and 83-84 default MAIL_USERNAME/PASSWORD to literal placeholders",,Any staging or non-production deployment sends real SMTP credentials over STARTTLS with no certificate check,VALIDATE_CERTS=True unconditionally and raise at startup when the password is still the placeholder,,OPEN,A07-ai,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-276,MEDIUM,CONFIRMED,credential-in-logs,,app/services/mail_service.py,67,72,send_verification_email,"The exception handler swallows every SMTP failure and prints the verification magic link - which embeds a valid JWT - to stdout, then returns normally as if the mail had been sent","except Exception as e: print(...) followed by print(f""URL de Confirmacao: {verify_url}"") where verify_url embeds the token",,Anyone with container-log access can activate accounts using the leaked token; callers cannot distinguish a sent mail from a failed one,"Log only the exception, gate any debug print on development, and re-raise or return a failure flag",,OPEN,A07-ai,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-277,MEDIUM,CONFIRMED,cascade/orphan,,app/services/operational_board_service.py,33,71,archive_board/archive_list,Archiving is a single-row flag flip that never cascades to lists or cards,archive_board sets board.is_archived=True only (app/repositories/operational_board_repo.py:30-32); cards still pass the OperationalCard.is_archived==False filter in app/services/operational_pending_service.py:18,,Archived boards keep pushing their cards into every user my-pending; cards in an archived list vanish from the Kanban yet stay fully mutable via API,Cascade the flag inside one transaction or derive effective archived state from the parent chain; extend the move guard to to_list.board.is_archived,,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-278,MEDIUM,CONFIRMED,concurrency/ordering,,app/services/operational_board_service.py,50,64,create_list/update_list,"List position is client-supplied, never normalized, not unique, siblings never shifted, and the sort has no tiebreak",create_list passes data straight to the repo; schema default position=0 (app/schemas/operational.py:36); order_by(position.asc()) alone (app/repositories/operational_board_repo.py:41); kanban.html:673 sends position=lists.length,,Duplicate positions order non-deterministically so board columns swap places between page loads for different users; gaps never self-heal,"Renumber the board lists in one transaction, add (board_id,position) uniqueness, sort by (position,id)",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-279,MEDIUM,CONFIRMED,concurrency/duplicates,,app/services/operational_card_service.py,112,147,add_assignee,Check-then-insert with no UNIQUE constraint anywhere in app/models/operational/ to fall back on,"existing_link = get_assignee_link(card_id,user_id); if existing_link: return; add_assignee(...) (121-125); OperationalCardAssignee (app/models/operational/card.py:62-75) declares no UniqueConstraint",,Two concurrent assign requests create two link rows; the user then receives duplicate notifications forever and remove_assignee deletes only one so the duplicate is unremovable,"UniqueConstraint(card_id,user_id) plus a dedupe migration; catch IntegrityError as the idempotent path",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-280,MEDIUM,CONFIRMED,validation/silent-corruption,,app/services/operational_card_service.py,198,217,set_field_value,Custom field values are routed by field_type but never validated against it; select_options and is_required are never enforced anywhere,"db_data[""value_boolean""] = bool(raw_val) stores True for arbitrary text; value_date = raw_val with only a comment as the check; definition.select_options never referenced; is_required (app/models/operational/card.py:86) never read",,"Boolean fields silently record True for junk, select fields accept values outside their options so reporting groups on non-existent values, date fields 500 or store unparsed strings, required fields are never required","Validate raw_val against field_type and select_options membership, raising ValueError to 400",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-281,MEDIUM,CONFIRMED,concurrency/duplicates,,app/services/operational_card_service.py,219,224,set_field_value,"Same check-then-insert race on custom field values, no UNIQUE(card_id,definition_id), and the reader uses .first() on an ambiguous set",get_field_value filters and takes .first() (app/repositories/operational_card_repo.py:80-84); OperationalCardFieldValue (app/models/operational/card.py:104-114) has no unique constraint,,Two value rows for one field; card detail flips between reads; the field renders twice - multiple sources of truth with no way to tell which value is current,"UniqueConstraint(card_id,definition_id) and an upsert instead of read-then-branch",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-282,MEDIUM,CONFIRMED,validation/dead-code,,app/services/operational_card_service.py,27,35,list_cards_by_board/list_cards_by_list/create_field_definition/list_field_definitions,"Four methods call the repo getter purely for a side effect and discard the result, so the commented existence validation never happens","comment Valida existencia do board followed by self.board_repo.get_board(board_id) with the return dropped (28-29, 34, 170, 184); correct pattern exists at get_card_or_404 (21-25)",,GET /api/operational/boards/999999/cards returns 200 [] instead of 404; a bogus board_id on field-definition create fails only at commit as an opaque 500; the routers ValueError-to-404 branches are unreachable,Use a get_board_or_404 helper that raises ValueError,,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-283,MEDIUM,CONFIRMED,validation/500,,app/services/operational_checklist_service.py,90,100,update_checklist_item,Explicit JSON null survives exclude_unset=True and is written into a NOT NULL column by the repository blind setattr loop,"body is_checked null gives setattr(item,'is_checked',None) (app/repositories/operational_checklist_repo.py:32-36) into Column(Boolean, default=False, nullable=False); same shape for CardUpdate.title/is_archived and ListUpdate.name/position/is_archived",,"Any client sending an explicit null - a common JS pattern for clearing a field - gets an opaque 500 instead of a 422, on card, list, board and checklist-item updates","Forbid null for non-nullable fields in the schemas, or filter None values for those keys before the setattr loop",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-284,MEDIUM,CONFIRMED,timezone,,app/services/operational_checklist_service.py,95,126,update_checklist_item/toggle_checklist_item,Naive local-time datetimes written into DateTime(timezone=True) columns while sibling timestamps come from the DB clock,"data[""checked_at""] = datetime.now() (95) and update_data[""checked_at""] = datetime.now() (126) into Column(DateTime(timezone=True)) (app/models/operational/checklist.py:39); same defect at app/repositories/operational_notification_repo.py:26 and :33; correct form at app/auth.py:37",,"checked_at and read_at are offset from every DB-generated timestamp by the host UTC offset, so audit timelines interleave two clocks and read can appear to precede created","Use datetime.now(timezone.utc) in all four places, or func.now()",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-285,MEDIUM,HIGH,performance/dos,,app/services/operational_comment_service.py,69,98,_parse_and_create_mentions,"Unbounded N+1 driven by request body size: one SELECT plus one INSERT plus one flush per mention token, with no cap and no max_length on the comment","for token in tokens: fresh query(User).first() (81-84) then create_notification which flushes (app/services/operational_notification_service.py:24); CommentCreate.content is Field(..., min_length=1) with no max_length (app/schemas/operational.py:214)",,"A single comment with thousands of @x tokens issues thousands of round trips while holding a pooled connection (pool_size 10, max_overflow 20) - cheap pool exhaustion that stalls the whole CRM","Add max_length to content, cap processed tokens, resolve all tokens with one WHERE IN plus a bulk insert",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-286,MEDIUM,CONFIRMED,notifications/duplicates,,app/services/operational_comment_service.py,74,98,_parse_and_create_mentions,"Dedup is on tokens not resolved users, self-mentions notify the actor, inactive users are still mentioned despite the warning text claiming otherwise, and the warning uses bare print",tokens = list(set(tokens)) dedupes strings only so @admin and @Admin both fire; no user.id != current_user.id guard unlike move_card; no is_active filter; print(...) at line 102 while a logger exists (app/auth.py:18),,"Duplicate mention notifications for one comment, self-notifications, mentions accumulating on deactivated accounts, and the compliance warning invisible in production logs","Dedup by resolved user id, skip the actor, filter is_active, replace print with logger.warning",,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-287,MEDIUM,CONFIRMED,security/injection,,app/services/operational_comment_service.py,81,84,_parse_and_create_mentions,"A SQL LIKE pattern is built from user-controlled text whose character class includes the LIKE single-character wildcard underscore, and ambiguity is resolved with an unordered .first()","tokens = re.findall(r""@(\w+)"", content) then User.email.like(token + ""@%""); the comment text @a_min compiles to LIKE 'a_min@%' which matches admin@...",,"A user can direct a mention record and a notification at an account they never named, including the admin; where several users match, an arbitrary one is picked",Escape LIKE metacharacters or restrict the token regex to [A-Za-z0-9]; compare the email local-part by equality; reject rather than silently pick on ambiguity,,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
